date,portname,portcalls_container,portcalls
2023-07-02,Ningbo,31,62
2023-07-03,Ningbo,33,73
2023-07-04,Ningbo,30,55
2023-07-05,Ningbo,31,66
2023-07-06,Ningbo,34,57
2023-07-07,Ningbo,38,70
2023-07-08,Ningbo,33,57
2023-07-09,Ningbo,31,54
2023-07-10,Ningbo,43,64
2023-07-11,Ningbo,25,53
2023-07-12,Ningbo,29,53
2023-07-13,Ningbo,39,58
2023-07-14,Ningbo,32,55
2023-07-15,Ningbo,32,61
2023-07-16,Ningbo,28,56
2023-07-17,Ningbo,20,42
2023-07-18,Ningbo,25,37
2023-07-19,Ningbo,36,52
2023-07-20,Ningbo,41,57
2023-07-21,Ningbo,37,64
2023-07-22,Ningbo,35,55
2023-07-23,Ningbo,25,41
2023-07-24,Ningbo,32,65
2023-07-25,Ningbo,30,61
2023-07-26,Ningbo,42,66
2023-07-27,Ningbo,38,65
2023-07-28,Ningbo,27,35
2023-07-29,Ningbo,31,63
2023-07-30,Ningbo,27,47
2023-07-31,Ningbo,24,40
2023-08-01,Ningbo,21,51
2023-08-02,Ningbo,5,5
2023-08-03,Ningbo,0,0
2023-08-04,Ningbo,25,29
2023-08-05,Ningbo,34,87
2023-08-06,Ningbo,35,67
2023-08-07,Ningbo,42,77
2023-08-08,Ningbo,35,71
2023-08-09,Ningbo,35,65
2023-08-10,Ningbo,28,60
2023-08-11,Ningbo,36,70
2023-08-12,Ningbo,25,50
2023-08-13,Ningbo,42,67
2023-08-14,Ningbo,34,66
2023-08-15,Ningbo,35,66
2023-08-16,Ningbo,35,64
2023-08-17,Ningbo,35,66
2023-08-18,Ningbo,12,27
2023-08-19,Ningbo,17,29
2023-08-20,Ningbo,19,29
2023-08-21,Ningbo,48,91
2023-08-22,Ningbo,41,72
2023-08-23,Ningbo,37,69
2023-08-24,Ningbo,31,60
2023-08-25,Ningbo,38,65
2023-08-26,Ningbo,34,71
2023-08-27,Ningbo,33,61
2023-08-28,Ningbo,36,62
2023-08-29,Ningbo,34,70
2023-08-30,Ningbo,35,71
2023-08-31,Ningbo,31,57
2023-09-01,Ningbo,35,54
2023-09-02,Ningbo,28,53
2023-09-03,Ningbo,30,55
2023-09-04,Ningbo,33,58
2023-09-05,Ningbo,31,67
2023-09-06,Ningbo,27,54
2023-09-07,Ningbo,31,56
2023-09-08,Ningbo,36,71
2023-09-09,Ningbo,30,58
2023-09-10,Ningbo,30,60
2023-09-11,Ningbo,32,55
2023-09-12,Ningbo,40,63
2023-09-13,Ningbo,32,62
2023-09-14,Ningbo,39,73
2023-09-15,Ningbo,30,58
2023-09-16,Ningbo,33,64
2023-09-17,Ningbo,24,52
2023-09-18,Ningbo,40,63
2023-09-19,Ningbo,38,66
2023-09-20,Ningbo,38,63
2023-09-21,Ningbo,36,57
2023-09-22,Ningbo,28,62
2023-09-23,Ningbo,28,50
2023-09-24,Ningbo,23,50
2023-09-25,Ningbo,30,57
2023-09-26,Ningbo,32,55
2023-09-27,Ningbo,37,68
2023-09-28,Ningbo,32,56
2023-09-29,Ningbo,38,70
2023-09-30,Ningbo,34,55
2023-10-01,Ningbo,28,57
2023-10-02,Ningbo,30,54
2023-10-03,Ningbo,34,61
2023-10-04,Ningbo,30,49
2023-10-05,Ningbo,34,47
2023-10-06,Ningbo,22,55
2023-10-07,Ningbo,21,42
2023-10-08,Ningbo,19,51
2023-10-09,Ningbo,31,57
2023-10-10,Ningbo,20,50
2023-10-11,Ningbo,17,46
2023-10-12,Ningbo,31,61
2023-10-13,Ningbo,26,49
2023-10-14,Ningbo,20,62
2023-10-15,Ningbo,31,61
2023-10-16,Ningbo,33,55
2023-10-17,Ningbo,30,59
2023-10-18,Ningbo,35,70
2023-10-19,Ningbo,38,57
2023-10-20,Ningbo,29,39
2023-10-21,Ningbo,26,72
2023-10-22,Ningbo,37,59
2023-10-23,Ningbo,36,71
2023-10-24,Ningbo,36,63
2023-10-25,Ningbo,31,67
2023-10-26,Ningbo,29,55
2023-10-27,Ningbo,38,64
2023-10-28,Ningbo,30,53
2023-10-29,Ningbo,31,68
2023-10-30,Ningbo,34,65
2023-10-31,Ningbo,38,70
2023-11-01,Ningbo,31,55
2023-11-02,Ningbo,38,62
2023-11-03,Ningbo,32,56
2023-11-04,Ningbo,29,49
2023-11-05,Ningbo,32,50
2023-11-06,Ningbo,32,50
2023-11-07,Ningbo,40,80
2023-11-08,Ningbo,32,57
2023-11-09,Ningbo,33,53
2023-11-10,Ningbo,35,38
2023-11-11,Ningbo,34,74
2023-11-12,Ningbo,30,39
2023-11-13,Ningbo,31,64
2023-11-14,Ningbo,33,65
2023-11-15,Ningbo,40,64
2023-11-16,Ningbo,3,3
2023-11-17,Ningbo,19,19
2023-11-18,Ningbo,45,95
2023-11-19,Ningbo,43,76
2023-11-20,Ningbo,40,75
2023-11-21,Ningbo,34,73
2023-11-22,Ningbo,38,70
2023-11-23,Ningbo,32,51
2023-11-24,Ningbo,34,73
2023-11-25,Ningbo,29,59
2023-11-26,Ningbo,35,57
2023-11-27,Ningbo,32,63
2023-11-28,Ningbo,43,66
2023-11-29,Ningbo,36,63
2023-11-30,Ningbo,36,57
2023-12-01,Ningbo,27,52
2023-12-02,Ningbo,30,60
2023-12-03,Ningbo,31,57
2023-12-04,Ningbo,28,57
2023-12-05,Ningbo,45,72
2023-12-06,Ningbo,34,58
2023-12-07,Ningbo,28,57
2023-12-08,Ningbo,30,65
2023-12-09,Ningbo,24,58
2023-12-10,Ningbo,22,43
2023-12-11,Ningbo,34,44
2023-12-12,Ningbo,38,58
2023-12-13,Ningbo,36,75
2023-12-14,Ningbo,42,69
2023-12-15,Ningbo,5,5
2023-12-16,Ningbo,2,2
2023-12-17,Ningbo,44,76
2023-12-18,Ningbo,38,63
2023-12-19,Ningbo,31,35
2023-12-20,Ningbo,34,40
2023-12-21,Ningbo,9,10
2023-12-22,Ningbo,45,91
2023-12-23,Ningbo,36,67
2023-12-24,Ningbo,33,60
2023-12-25,Ningbo,35,74
2023-12-26,Ningbo,38,64
2023-12-27,Ningbo,36,73
2023-12-28,Ningbo,19,46
2023-12-29,Ningbo,9,15
2023-12-30,Ningbo,36,61
2023-12-31,Ningbo,32,67
2024-01-01,Ningbo,36,63
2024-01-02,Ningbo,36,65
2024-01-03,Ningbo,38,67
2024-01-04,Ningbo,33,62
2024-01-05,Ningbo,44,72
2024-01-06,Ningbo,33,63
2024-01-07,Ningbo,40,65
2024-01-08,Ningbo,33,70
2024-01-09,Ningbo,38,60
2024-01-10,Ningbo,35,51
2024-01-11,Ningbo,34,73
2024-01-12,Ningbo,30,68
2024-01-13,Ningbo,38,65
2024-01-14,Ningbo,39,71
2024-01-15,Ningbo,34,56
2024-01-16,Ningbo,34,71
2024-01-17,Ningbo,32,75
2024-01-18,Ningbo,32,57
2024-01-19,Ningbo,39,59
2024-01-20,Ningbo,30,36
2024-01-21,Ningbo,37,37
2024-01-22,Ningbo,35,37
2024-01-23,Ningbo,15,17
2024-01-24,Ningbo,36,75
2024-01-25,Ningbo,35,73
2024-01-26,Ningbo,35,69
2024-01-27,Ningbo,28,62
2024-01-28,Ningbo,32,66
2024-01-29,Ningbo,34,62
2024-01-30,Ningbo,7,15
2024-01-31,Ningbo,27,50
2024-02-01,Ningbo,34,61
2024-02-02,Ningbo,38,71
2024-02-03,Ningbo,36,54
2024-02-04,Ningbo,30,47
2024-02-05,Ningbo,27,35
2024-02-06,Ningbo,43,95
2024-02-07,Ningbo,36,71
2024-02-08,Ningbo,41,73
2024-02-09,Ningbo,25,53
2024-02-10,Ningbo,34,63
2024-02-11,Ningbo,42,66
2024-02-12,Ningbo,37,64
2024-02-13,Ningbo,34,66
2024-02-14,Ningbo,29,55
2024-02-15,Ningbo,31,44
2024-02-16,Ningbo,19,45
2024-02-17,Ningbo,28,57
2024-02-18,Ningbo,32,48
2024-02-19,Ningbo,10,32
2024-02-20,Ningbo,32,55
2024-02-21,Ningbo,24,41
2024-02-22,Ningbo,20,26
2024-02-23,Ningbo,30,45
2024-02-24,Ningbo,24,41
2024-02-25,Ningbo,25,39
2024-02-26,Ningbo,28,70
2024-02-27,Ningbo,26,53
2024-02-28,Ningbo,33,55
2024-02-29,Ningbo,21,35
2024-03-01,Ningbo,40,60
2024-03-02,Ningbo,32,63
2024-03-03,Ningbo,29,64
2024-03-04,Ningbo,37,73
2024-03-05,Ningbo,28,48
2024-03-06,Ningbo,31,58
2024-03-07,Ningbo,33,67
2024-03-08,Ningbo,31,51
2024-03-09,Ningbo,25,51
2024-03-10,Ningbo,42,67
2024-03-11,Ningbo,26,58
2024-03-12,Ningbo,32,55
2024-03-13,Ningbo,34,61
2024-03-14,Ningbo,27,51
2024-03-15,Ningbo,24,42
2024-03-16,Ningbo,0,11
2024-03-17,Ningbo,43,67
2024-03-18,Ningbo,31,63
2024-03-19,Ningbo,34,57
2024-03-20,Ningbo,39,75
2024-03-21,Ningbo,37,55
2024-03-22,Ningbo,45,69
2024-03-23,Ningbo,20,38
2024-03-24,Ningbo,26,41
2024-03-25,Ningbo,25,33
2024-03-26,Ningbo,39,70
2024-03-27,Ningbo,34,63
2024-03-28,Ningbo,44,71
2024-03-29,Ningbo,16,42
2024-03-30,Ningbo,40,65
2024-03-31,Ningbo,22,35
2024-04-01,Ningbo,16,38
2024-04-02,Ningbo,32,48
2024-04-03,Ningbo,45,82
2024-04-04,Ningbo,43,70
2024-04-05,Ningbo,37,64
2024-04-06,Ningbo,29,56
2024-04-07,Ningbo,29,48
2024-04-08,Ningbo,41,69
2024-04-09,Ningbo,41,59
2024-04-10,Ningbo,34,63
2024-04-11,Ningbo,26,46
2024-04-12,Ningbo,29,51
2024-04-13,Ningbo,14,29
2024-04-14,Ningbo,9,20
2024-04-15,Ningbo,24,61
2024-04-16,Ningbo,4,19
2024-04-17,Ningbo,42,67
2024-04-18,Ningbo,38,73
2024-04-19,Ningbo,37,58
2024-04-20,Ningbo,46,72
2024-04-21,Ningbo,32,54
2024-04-22,Ningbo,42,68
2024-04-23,Ningbo,33,60
2024-04-24,Ningbo,31,56
2024-04-25,Ningbo,37,61
2024-04-26,Ningbo,20,45
2024-04-27,Ningbo,26,41
2024-04-28,Ningbo,1,9
2024-04-29,Ningbo,41,64
2024-04-30,Ningbo,43,73
2024-05-01,Ningbo,37,66
2024-05-02,Ningbo,40,70
2024-05-03,Ningbo,35,57
2024-05-04,Ningbo,37,55
2024-05-05,Ningbo,16,27
2024-05-06,Ningbo,49,81
2024-05-07,Ningbo,32,60
2024-05-08,Ningbo,39,60
2024-05-09,Ningbo,31,65
2024-05-10,Ningbo,35,51
2024-05-11,Ningbo,32,52
2024-05-12,Ningbo,25,49
2024-05-13,Ningbo,34,54
2024-05-14,Ningbo,37,54
2024-05-15,Ningbo,34,56
2024-05-16,Ningbo,32,60
2024-05-17,Ningbo,36,63
2024-05-18,Ningbo,36,60
2024-05-19,Ningbo,20,42
2024-05-20,Ningbo,37,57
2024-05-21,Ningbo,28,53
2024-05-22,Ningbo,41,66
2024-05-23,Ningbo,26,54
2024-05-24,Ningbo,31,59
2024-05-25,Ningbo,32,59
2024-05-26,Ningbo,27,46
2024-05-27,Ningbo,27,45
2024-05-28,Ningbo,38,62
2024-05-29,Ningbo,26,50
2024-05-30,Ningbo,34,51
2024-05-31,Ningbo,31,60
2024-06-01,Ningbo,33,60
2024-06-02,Ningbo,28,46
2024-06-03,Ningbo,35,61
2024-06-04,Ningbo,36,65
2024-06-05,Ningbo,30,48
2024-06-06,Ningbo,36,71
2024-06-07,Ningbo,31,57
2024-06-08,Ningbo,31,50
2024-06-09,Ningbo,30,47
2024-06-10,Ningbo,36,59
2024-06-11,Ningbo,17,26
2024-06-12,Ningbo,36,54
2024-06-13,Ningbo,35,69
2024-06-14,Ningbo,43,68
2024-06-15,Ningbo,30,46
2024-06-16,Ningbo,34,49
2024-06-17,Ningbo,36,70
2024-06-18,Ningbo,22,46
2024-06-19,Ningbo,29,48
2024-06-20,Ningbo,34,51
2024-06-21,Ningbo,34,71
2024-06-22,Ningbo,36,55
2024-06-23,Ningbo,30,49
2024-06-24,Ningbo,36,64
2024-06-25,Ningbo,34,52
2024-06-26,Ningbo,32,52
2024-06-27,Ningbo,30,54
2024-06-28,Ningbo,37,62
2024-06-29,Ningbo,29,46
2024-06-30,Ningbo,26,56
2024-07-01,Ningbo,31,56
2024-07-02,Ningbo,31,49
2024-07-03,Ningbo,41,67
2024-07-04,Ningbo,35,60
2024-07-05,Ningbo,28,56
2024-07-06,Ningbo,33,58
2024-07-07,Ningbo,34,59
2024-07-08,Ningbo,30,53
2024-07-09,Ningbo,32,63
2024-07-10,Ningbo,34,58
2024-07-11,Ningbo,23,45
2024-07-12,Ningbo,37,63
2024-07-13,Ningbo,36,55
2024-07-14,Ningbo,38,63
2024-07-15,Ningbo,38,62
2024-07-16,Ningbo,30,59
2024-07-17,Ningbo,36,54
2024-07-18,Ningbo,41,55
2024-07-19,Ningbo,32,64
2024-07-20,Ningbo,34,61
2024-07-21,Ningbo,35,58
2024-07-22,Ningbo,35,60
2024-07-23,Ningbo,33,61
2024-07-24,Ningbo,25,37
2024-07-25,Ningbo,17,17
2024-07-26,Ningbo,1,1
2024-07-27,Ningbo,35,36
2024-07-28,Ningbo,40,74
2024-07-29,Ningbo,41,76
2024-07-30,Ningbo,39,81
2024-07-31,Ningbo,34,55
2024-08-01,Ningbo,29,61
2024-08-02,Ningbo,41,65
2024-08-03,Ningbo,24,46
2024-08-04,Ningbo,41,68
2024-08-05,Ningbo,41,65
2024-08-06,Ningbo,41,58
2024-08-07,Ningbo,39,64
2024-08-08,Ningbo,36,62
2024-08-09,Ningbo,36,53
2024-08-10,Ningbo,30,56
2024-08-11,Ningbo,33,67
2024-08-12,Ningbo,37,64
2024-08-13,Ningbo,34,58
2024-08-14,Ningbo,33,65
2024-08-15,Ningbo,39,58
2024-08-16,Ningbo,30,53
2024-08-17,Ningbo,32,61
2024-08-18,Ningbo,33,58
2024-08-19,Ningbo,38,67
2024-08-20,Ningbo,33,48
2024-08-21,Ningbo,36,51
2024-08-22,Ningbo,33,66
2024-08-23,Ningbo,29,56
2024-08-24,Ningbo,34,62
2024-08-25,Ningbo,38,59
2024-08-26,Ningbo,46,72
2024-08-27,Ningbo,32,58
2024-08-28,Ningbo,32,59
2024-08-29,Ningbo,35,56
2024-08-30,Ningbo,42,71
2024-08-31,Ningbo,35,58
2024-09-01,Ningbo,29,50
2024-09-02,Ningbo,40,61
2024-09-03,Ningbo,40,72
2024-09-04,Ningbo,31,56
2024-09-05,Ningbo,42,68
2024-09-06,Ningbo,35,58
2024-09-07,Ningbo,30,54
2024-09-08,Ningbo,33,57
2024-09-09,Ningbo,27,56
2024-09-10,Ningbo,44,62
2024-09-11,Ningbo,32,70
2024-09-12,Ningbo,33,59
2024-09-13,Ningbo,42,67
2024-09-14,Ningbo,2,3
2024-09-15,Ningbo,0,0
2024-09-16,Ningbo,45,65
2024-09-17,Ningbo,43,75
2024-09-18,Ningbo,20,35
2024-09-19,Ningbo,17,23
2024-09-20,Ningbo,35,75
2024-09-21,Ningbo,33,43
2024-09-22,Ningbo,34,45
2024-09-23,Ningbo,38,83
2024-09-24,Ningbo,35,66
2024-09-25,Ningbo,39,79
2024-09-26,Ningbo,42,70
2024-09-27,Ningbo,35,53
2024-09-28,Ningbo,35,71
2024-09-29,Ningbo,39,62
2024-09-30,Ningbo,34,67
2024-10-01,Ningbo,39,46
2024-10-02,Ningbo,33,39
2024-10-03,Ningbo,36,59
2024-10-04,Ningbo,32,54
2024-10-05,Ningbo,40,62
2024-10-06,Ningbo,36,59
2024-10-07,Ningbo,30,55
2024-10-08,Ningbo,39,66
2024-10-09,Ningbo,32,55
2024-10-10,Ningbo,36,64
2024-10-11,Ningbo,30,58
2024-10-12,Ningbo,30,48
2024-10-13,Ningbo,40,69
2024-10-14,Ningbo,34,61
2024-10-15,Ningbo,36,58
2024-10-16,Ningbo,31,55
2024-10-17,Ningbo,33,48
2024-10-18,Ningbo,31,55
2024-10-19,Ningbo,32,36
2024-10-20,Ningbo,35,69
2024-10-21,Ningbo,37,57
2024-10-22,Ningbo,33,56
2024-10-23,Ningbo,33,57
2024-10-24,Ningbo,42,60
2024-10-25,Ningbo,36,60
2024-10-26,Ningbo,33,51
2024-10-27,Ningbo,27,39
2024-10-28,Ningbo,35,65
2024-10-29,Ningbo,40,75
2024-10-30,Ningbo,35,65
2024-10-31,Ningbo,19,35
2024-11-01,Ningbo,0,0
2024-11-02,Ningbo,26,44
2024-11-03,Ningbo,33,56
2024-11-04,Ningbo,39,64
2024-11-05,Ningbo,41,74
2024-11-06,Ningbo,42,68
2024-11-07,Ningbo,29,51
2024-11-08,Ningbo,29,63
2024-11-09,Ningbo,37,58
2024-11-10,Ningbo,37,59
2024-11-11,Ningbo,39,72
2024-11-12,Ningbo,42,73
2024-11-13,Ningbo,40,61
2024-11-14,Ningbo,41,62
2024-11-15,Ningbo,31,48
2024-11-16,Ningbo,30,53
2024-11-17,Ningbo,37,39
2024-11-18,Ningbo,35,64
2024-11-19,Ningbo,36,65
2024-11-20,Ningbo,28,60
2024-11-21,Ningbo,38,64
2024-11-22,Ningbo,38,62
2024-11-23,Ningbo,33,60
2024-11-24,Ningbo,20,41
2024-11-25,Ningbo,26,36
2024-11-26,Ningbo,40,55
2024-11-27,Ningbo,38,59
2024-11-28,Ningbo,35,56
2024-11-29,Ningbo,30,65
2024-11-30,Ningbo,40,79
2024-12-01,Ningbo,38,59
2024-12-02,Ningbo,39,73
2024-12-03,Ningbo,38,58
2024-12-04,Ningbo,32,59
2024-12-05,Ningbo,32,50
2024-12-06,Ningbo,31,57
2024-12-07,Ningbo,28,48
2024-12-08,Ningbo,41,68
2024-12-09,Ningbo,35,77
2024-12-10,Ningbo,30,53
2024-12-11,Ningbo,42,62
2024-12-12,Ningbo,36,64
2024-12-13,Ningbo,31,45
2024-12-14,Ningbo,34,58
2024-12-15,Ningbo,32,59
2024-12-16,Ningbo,40,68
2024-12-17,Ningbo,34,69
2024-12-18,Ningbo,36,41
2024-12-19,Ningbo,39,73
2024-12-20,Ningbo,32,62
2024-12-21,Ningbo,29,45
2024-12-22,Ningbo,36,70
2024-12-23,Ningbo,37,64
2024-12-24,Ningbo,33,56
2024-12-25,Ningbo,30,58
2024-12-26,Ningbo,38,57
2024-12-27,Ningbo,34,50
2024-12-28,Ningbo,36,53
2024-12-29,Ningbo,35,65
2024-12-30,Ningbo,37,66
2024-12-31,Ningbo,31,55
