date,portname,portcalls_container,portcalls
2023-07-02,Shanghai,29,95
2023-07-03,Shanghai,41,117
2023-07-04,Shanghai,38,102
2023-07-05,Shanghai,34,100
2023-07-06,Shanghai,39,132
2023-07-07,Shanghai,35,109
2023-07-08,Shanghai,43,116
2023-07-09,Shanghai,31,95
2023-07-10,Shanghai,37,118
2023-07-11,Shanghai,38,104
2023-07-12,Shanghai,31,103
2023-07-13,Shanghai,34,107
2023-07-14,Shanghai,41,126
2023-07-15,Shanghai,41,120
2023-07-16,Shanghai,32,112
2023-07-17,Shanghai,37,117
2023-07-18,Shanghai,31,104
2023-07-19,Shanghai,39,109
2023-07-20,Shanghai,27,113
2023-07-21,Shanghai,41,114
2023-07-22,Shanghai,44,126
2023-07-23,Shanghai,37,111
2023-07-24,Shanghai,41,116
2023-07-25,Shanghai,36,104
2023-07-26,Shanghai,40,117
2023-07-27,Shanghai,35,94
2023-07-28,Shanghai,35,73
2023-07-29,Shanghai,34,95
2023-07-30,Shanghai,31,105
2023-07-31,Shanghai,24,89
2023-08-01,Shanghai,18,93
2023-08-02,Shanghai,36,95
2023-08-03,Shanghai,21,80
2023-08-04,Shanghai,33,96
2023-08-05,Shanghai,36,104
2023-08-06,Shanghai,38,116
2023-08-07,Shanghai,48,114
2023-08-08,Shanghai,31,110
2023-08-09,Shanghai,31,133
2023-08-10,Shanghai,35,125
2023-08-11,Shanghai,35,99
2023-08-12,Shanghai,39,108
2023-08-13,Shanghai,37,127
2023-08-14,Shanghai,31,139
2023-08-15,Shanghai,38,118
2023-08-16,Shanghai,34,113
2023-08-17,Shanghai,36,111
2023-08-18,Shanghai,21,65
2023-08-19,Shanghai,22,74
2023-08-20,Shanghai,16,67
2023-08-21,Shanghai,44,146
2023-08-22,Shanghai,40,126
2023-08-23,Shanghai,37,112
2023-08-24,Shanghai,37,126
2023-08-25,Shanghai,42,109
2023-08-26,Shanghai,36,120
2023-08-27,Shanghai,39,108
2023-08-28,Shanghai,35,129
2023-08-29,Shanghai,31,109
2023-08-30,Shanghai,37,110
2023-08-31,Shanghai,35,115
2023-09-01,Shanghai,31,109
2023-09-02,Shanghai,34,101
2023-09-03,Shanghai,34,118
2023-09-04,Shanghai,37,127
2023-09-05,Shanghai,31,100
2023-09-06,Shanghai,28,111
2023-09-07,Shanghai,37,123
2023-09-08,Shanghai,39,113
2023-09-09,Shanghai,35,105
2023-09-10,Shanghai,39,106
2023-09-11,Shanghai,32,117
2023-09-12,Shanghai,41,114
2023-09-13,Shanghai,40,103
2023-09-14,Shanghai,36,125
2023-09-15,Shanghai,39,109
2023-09-16,Shanghai,32,104
2023-09-17,Shanghai,35,103
2023-09-18,Shanghai,41,134
2023-09-19,Shanghai,37,122
2023-09-20,Shanghai,32,91
2023-09-21,Shanghai,39,125
2023-09-22,Shanghai,39,105
2023-09-23,Shanghai,38,106
2023-09-24,Shanghai,32,91
2023-09-25,Shanghai,33,112
2023-09-26,Shanghai,40,107
2023-09-27,Shanghai,41,123
2023-09-28,Shanghai,36,125
2023-09-29,Shanghai,32,117
2023-09-30,Shanghai,30,117
2023-10-01,Shanghai,41,108
2023-10-02,Shanghai,34,105
2023-10-03,Shanghai,35,116
2023-10-04,Shanghai,30,100
2023-10-05,Shanghai,29,89
2023-10-06,Shanghai,34,110
2023-10-07,Shanghai,23,63
2023-10-08,Shanghai,26,85
2023-10-09,Shanghai,28,97
2023-10-10,Shanghai,30,104
2023-10-11,Shanghai,36,110
2023-10-12,Shanghai,30,100
2023-10-13,Shanghai,41,121
2023-10-14,Shanghai,38,118
2023-10-15,Shanghai,34,101
2023-10-16,Shanghai,43,146
2023-10-17,Shanghai,33,117
2023-10-18,Shanghai,34,116
2023-10-19,Shanghai,39,113
2023-10-20,Shanghai,38,121
2023-10-21,Shanghai,42,110
2023-10-22,Shanghai,35,103
2023-10-23,Shanghai,37,114
2023-10-24,Shanghai,29,92
2023-10-25,Shanghai,30,110
2023-10-26,Shanghai,36,101
2023-10-27,Shanghai,34,133
2023-10-28,Shanghai,46,125
2023-10-29,Shanghai,32,106
2023-10-30,Shanghai,38,114
2023-10-31,Shanghai,36,128
2023-11-01,Shanghai,37,99
2023-11-02,Shanghai,35,110
2023-11-03,Shanghai,39,120
2023-11-04,Shanghai,44,118
2023-11-05,Shanghai,37,87
2023-11-06,Shanghai,39,112
2023-11-07,Shanghai,34,107
2023-11-08,Shanghai,36,112
2023-11-09,Shanghai,40,121
2023-11-10,Shanghai,28,76
2023-11-11,Shanghai,36,114
2023-11-12,Shanghai,36,93
2023-11-13,Shanghai,38,117
2023-11-14,Shanghai,36,116
2023-11-15,Shanghai,31,104
2023-11-16,Shanghai,34,95
2023-11-17,Shanghai,40,99
2023-11-18,Shanghai,36,115
2023-11-19,Shanghai,35,103
2023-11-20,Shanghai,36,117
2023-11-21,Shanghai,37,113
2023-11-22,Shanghai,33,120
2023-11-23,Shanghai,38,106
2023-11-24,Shanghai,33,107
2023-11-25,Shanghai,34,116
2023-11-26,Shanghai,35,115
2023-11-27,Shanghai,45,124
2023-11-28,Shanghai,28,115
2023-11-29,Shanghai,29,103
2023-11-30,Shanghai,36,111
2023-12-01,Shanghai,34,109
2023-12-02,Shanghai,36,111
2023-12-03,Shanghai,44,107
2023-12-04,Shanghai,30,115
2023-12-05,Shanghai,36,117
2023-12-06,Shanghai,40,123
2023-12-07,Shanghai,33,110
2023-12-08,Shanghai,29,95
2023-12-09,Shanghai,36,117
2023-12-10,Shanghai,22,51
2023-12-11,Shanghai,28,107
2023-12-12,Shanghai,36,98
2023-12-13,Shanghai,36,112
2023-12-14,Shanghai,36,99
2023-12-15,Shanghai,38,101
2023-12-16,Shanghai,27,56
2023-12-17,Shanghai,23,118
2023-12-18,Shanghai,39,97
2023-12-19,Shanghai,29,94
2023-12-20,Shanghai,32,88
2023-12-21,Shanghai,19,68
2023-12-22,Shanghai,44,150
2023-12-23,Shanghai,38,106
2023-12-24,Shanghai,30,100
2023-12-25,Shanghai,32,125
2023-12-26,Shanghai,39,109
2023-12-27,Shanghai,28,100
2023-12-28,Shanghai,10,23
2023-12-29,Shanghai,0,5
2023-12-30,Shanghai,56,189
2023-12-31,Shanghai,37,124
2024-01-01,Shanghai,46,122
2024-01-02,Shanghai,34,115
2024-01-03,Shanghai,43,133
2024-01-04,Shanghai,40,133
2024-01-05,Shanghai,34,124
2024-01-06,Shanghai,32,81
2024-01-07,Shanghai,38,132
2024-01-08,Shanghai,40,141
2024-01-09,Shanghai,35,107
2024-01-10,Shanghai,34,120
2024-01-11,Shanghai,34,112
2024-01-12,Shanghai,43,144
2024-01-13,Shanghai,37,118
2024-01-14,Shanghai,37,89
2024-01-15,Shanghai,44,130
2024-01-16,Shanghai,37,101
2024-01-17,Shanghai,36,120
2024-01-18,Shanghai,35,125
2024-01-19,Shanghai,38,117
2024-01-20,Shanghai,34,105
2024-01-21,Shanghai,31,91
2024-01-22,Shanghai,34,92
2024-01-23,Shanghai,36,102
2024-01-24,Shanghai,25,121
2024-01-25,Shanghai,30,103
2024-01-26,Shanghai,39,120
2024-01-27,Shanghai,37,116
2024-01-28,Shanghai,36,133
2024-01-29,Shanghai,32,130
2024-01-30,Shanghai,18,60
2024-01-31,Shanghai,0,8
2024-02-01,Shanghai,48,189
2024-02-02,Shanghai,38,112
2024-02-03,Shanghai,36,108
2024-02-04,Shanghai,36,92
2024-02-05,Shanghai,33,114
2024-02-06,Shanghai,33,128
2024-02-07,Shanghai,33,124
2024-02-08,Shanghai,33,137
2024-02-09,Shanghai,34,82
2024-02-10,Shanghai,41,112
2024-02-11,Shanghai,32,107
2024-02-12,Shanghai,42,134
2024-02-13,Shanghai,33,118
2024-02-14,Shanghai,31,111
2024-02-15,Shanghai,22,93
2024-02-16,Shanghai,29,127
2024-02-17,Shanghai,31,109
2024-02-18,Shanghai,18,77
2024-02-19,Shanghai,27,103
2024-02-20,Shanghai,21,92
2024-02-21,Shanghai,26,96
2024-02-22,Shanghai,33,82
2024-02-23,Shanghai,30,88
2024-02-24,Shanghai,37,111
2024-02-25,Shanghai,31,85
2024-02-26,Shanghai,38,122
2024-02-27,Shanghai,36,106
2024-02-28,Shanghai,41,127
2024-02-29,Shanghai,43,130
2024-03-01,Shanghai,44,143
2024-03-02,Shanghai,38,167
2024-03-03,Shanghai,37,144
2024-03-04,Shanghai,29,109
2024-03-05,Shanghai,35,135
2024-03-06,Shanghai,42,146
2024-03-07,Shanghai,39,161
2024-03-08,Shanghai,38,138
2024-03-09,Shanghai,43,156
2024-03-10,Shanghai,39,150
2024-03-11,Shanghai,35,165
2024-03-12,Shanghai,34,157
2024-03-13,Shanghai,41,151
2024-03-14,Shanghai,41,154
2024-03-15,Shanghai,42,169
2024-03-16,Shanghai,5,39
2024-03-17,Shanghai,51,224
2024-03-18,Shanghai,38,180
2024-03-19,Shanghai,43,150
2024-03-20,Shanghai,41,163
2024-03-21,Shanghai,37,151
2024-03-22,Shanghai,41,163
2024-03-23,Shanghai,38,157
2024-03-24,Shanghai,31,110
2024-03-25,Shanghai,34,155
2024-03-26,Shanghai,44,171
2024-03-27,Shanghai,41,147
2024-03-28,Shanghai,38,171
2024-03-29,Shanghai,37,156
2024-03-30,Shanghai,39,115
2024-03-31,Shanghai,26,101
2024-04-01,Shanghai,37,108
2024-04-02,Shanghai,44,117
2024-04-03,Shanghai,34,125
2024-04-04,Shanghai,35,138
2024-04-05,Shanghai,40,151
2024-04-06,Shanghai,42,119
2024-04-07,Shanghai,44,133
2024-04-08,Shanghai,37,146
2024-04-09,Shanghai,42,145
2024-04-10,Shanghai,42,174
2024-04-11,Shanghai,37,171
2024-04-12,Shanghai,34,160
2024-04-13,Shanghai,20,72
2024-04-14,Shanghai,22,76
2024-04-15,Shanghai,40,196
2024-04-16,Shanghai,46,138
2024-04-17,Shanghai,48,137
2024-04-18,Shanghai,38,156
2024-04-19,Shanghai,39,160
2024-04-20,Shanghai,43,167
2024-04-21,Shanghai,37,163
2024-04-22,Shanghai,36,175
2024-04-23,Shanghai,41,150
2024-04-24,Shanghai,40,170
2024-04-25,Shanghai,44,157
2024-04-26,Shanghai,44,155
2024-04-27,Shanghai,44,167
2024-04-28,Shanghai,8,17
2024-04-29,Shanghai,45,164
2024-04-30,Shanghai,43,208
2024-05-01,Shanghai,31,127
2024-05-02,Shanghai,44,163
2024-05-03,Shanghai,39,186
2024-05-04,Shanghai,40,157
2024-05-05,Shanghai,33,137
2024-05-06,Shanghai,38,159
2024-05-07,Shanghai,43,178
2024-05-08,Shanghai,37,137
2024-05-09,Shanghai,44,173
2024-05-10,Shanghai,36,124
2024-05-11,Shanghai,43,157
2024-05-12,Shanghai,44,147
2024-05-13,Shanghai,45,164
2024-05-14,Shanghai,35,157
2024-05-15,Shanghai,37,143
2024-05-16,Shanghai,40,174
2024-05-17,Shanghai,32,143
2024-05-18,Shanghai,41,146
2024-05-19,Shanghai,31,143
2024-05-20,Shanghai,33,152
2024-05-21,Shanghai,43,178
2024-05-22,Shanghai,36,157
2024-05-23,Shanghai,41,153
2024-05-24,Shanghai,39,159
2024-05-25,Shanghai,40,167
2024-05-26,Shanghai,40,134
2024-05-27,Shanghai,47,155
2024-05-28,Shanghai,33,149
2024-05-29,Shanghai,41,149
2024-05-30,Shanghai,35,152
2024-05-31,Shanghai,32,145
2024-06-01,Shanghai,47,174
2024-06-02,Shanghai,28,149
2024-06-03,Shanghai,38,165
2024-06-04,Shanghai,36,150
2024-06-05,Shanghai,37,154
2024-06-06,Shanghai,36,145
2024-06-07,Shanghai,45,163
2024-06-08,Shanghai,45,172
2024-06-09,Shanghai,27,139
2024-06-10,Shanghai,37,142
2024-06-11,Shanghai,36,139
2024-06-12,Shanghai,38,135
2024-06-13,Shanghai,43,173
2024-06-14,Shanghai,39,149
2024-06-15,Shanghai,48,163
2024-06-16,Shanghai,33,137
2024-06-17,Shanghai,30,143
2024-06-18,Shanghai,42,129
2024-06-19,Shanghai,34,137
2024-06-20,Shanghai,31,117
2024-06-21,Shanghai,34,148
2024-06-22,Shanghai,42,136
2024-06-23,Shanghai,38,143
2024-06-24,Shanghai,37,167
2024-06-25,Shanghai,38,152
2024-06-26,Shanghai,43,147
2024-06-27,Shanghai,36,147
2024-06-28,Shanghai,35,145
2024-06-29,Shanghai,40,128
2024-06-30,Shanghai,36,126
2024-07-01,Shanghai,34,132
2024-07-02,Shanghai,43,145
2024-07-03,Shanghai,35,142
2024-07-04,Shanghai,40,163
2024-07-05,Shanghai,39,151
2024-07-06,Shanghai,41,154
2024-07-07,Shanghai,44,159
2024-07-08,Shanghai,41,162
2024-07-09,Shanghai,37,165
2024-07-10,Shanghai,36,166
2024-07-11,Shanghai,34,144
2024-07-12,Shanghai,37,156
2024-07-13,Shanghai,42,157
2024-07-14,Shanghai,44,165
2024-07-15,Shanghai,45,164
2024-07-16,Shanghai,40,145
2024-07-17,Shanghai,31,119
2024-07-18,Shanghai,36,141
2024-07-19,Shanghai,29,127
2024-07-20,Shanghai,41,161
2024-07-21,Shanghai,31,147
2024-07-22,Shanghai,45,151
2024-07-23,Shanghai,39,137
2024-07-24,Shanghai,34,102
2024-07-25,Shanghai,37,92
2024-07-26,Shanghai,23,52
2024-07-27,Shanghai,39,90
2024-07-28,Shanghai,42,137
2024-07-29,Shanghai,34,148
2024-07-30,Shanghai,30,123
2024-07-31,Shanghai,30,117
2024-08-01,Shanghai,34,91
2024-08-02,Shanghai,48,144
2024-08-03,Shanghai,33,119
2024-08-04,Shanghai,36,108
2024-08-05,Shanghai,44,151
2024-08-06,Shanghai,44,127
2024-08-07,Shanghai,34,112
2024-08-08,Shanghai,44,128
2024-08-09,Shanghai,34,115
2024-08-10,Shanghai,42,123
2024-08-11,Shanghai,38,115
2024-08-12,Shanghai,39,122
2024-08-13,Shanghai,40,148
2024-08-14,Shanghai,36,128
2024-08-15,Shanghai,29,91
2024-08-16,Shanghai,14,72
2024-08-17,Shanghai,18,82
2024-08-18,Shanghai,23,86
2024-08-19,Shanghai,39,126
2024-08-20,Shanghai,31,95
2024-08-21,Shanghai,44,128
2024-08-22,Shanghai,40,131
2024-08-23,Shanghai,41,117
2024-08-24,Shanghai,40,114
2024-08-25,Shanghai,42,122
2024-08-26,Shanghai,37,130
2024-08-27,Shanghai,34,128
2024-08-28,Shanghai,44,126
2024-08-29,Shanghai,32,100
2024-08-30,Shanghai,28,108
2024-08-31,Shanghai,43,126
2024-09-01,Shanghai,46,123
2024-09-02,Shanghai,48,121
2024-09-03,Shanghai,29,103
2024-09-04,Shanghai,39,120
2024-09-05,Shanghai,38,128
2024-09-06,Shanghai,37,135
2024-09-07,Shanghai,37,124
2024-09-08,Shanghai,33,106
2024-09-09,Shanghai,41,123
2024-09-10,Shanghai,29,115
2024-09-11,Shanghai,41,145
2024-09-12,Shanghai,37,117
2024-09-13,Shanghai,40,111
2024-09-14,Shanghai,10,47
2024-09-15,Shanghai,0,0
2024-09-16,Shanghai,21,25
2024-09-17,Shanghai,35,144
2024-09-18,Shanghai,39,140
2024-09-19,Shanghai,26,55
2024-09-20,Shanghai,37,128
2024-09-21,Shanghai,41,138
2024-09-22,Shanghai,31,111
2024-09-23,Shanghai,40,150
2024-09-24,Shanghai,39,159
2024-09-25,Shanghai,40,124
2024-09-26,Shanghai,33,109
2024-09-27,Shanghai,30,121
2024-09-28,Shanghai,44,145
2024-09-29,Shanghai,34,131
2024-09-30,Shanghai,35,150
2024-10-01,Shanghai,34,111
2024-10-02,Shanghai,37,102
2024-10-03,Shanghai,38,123
2024-10-04,Shanghai,37,120
2024-10-05,Shanghai,38,106
2024-10-06,Shanghai,38,123
2024-10-07,Shanghai,32,122
2024-10-08,Shanghai,42,136
2024-10-09,Shanghai,39,128
2024-10-10,Shanghai,40,117
2024-10-11,Shanghai,42,139
2024-10-12,Shanghai,32,123
2024-10-13,Shanghai,35,133
2024-10-14,Shanghai,35,118
2024-10-15,Shanghai,37,114
2024-10-16,Shanghai,34,124
2024-10-17,Shanghai,39,132
2024-10-18,Shanghai,36,132
2024-10-19,Shanghai,34,120
2024-10-20,Shanghai,41,104
2024-10-21,Shanghai,35,120
2024-10-22,Shanghai,38,126
2024-10-23,Shanghai,30,110
2024-10-24,Shanghai,36,104
2024-10-25,Shanghai,41,108
2024-10-26,Shanghai,33,134
2024-10-27,Shanghai,34,92
2024-10-28,Shanghai,35,131
2024-10-29,Shanghai,29,118
2024-10-30,Shanghai,32,115
2024-10-31,Shanghai,34,99
2024-11-01,Shanghai,17,40
2024-11-02,Shanghai,26,140
2024-11-03,Shanghai,41,127
2024-11-04,Shanghai,40,140
2024-11-05,Shanghai,36,116
2024-11-06,Shanghai,33,105
2024-11-07,Shanghai,31,126
2024-11-08,Shanghai,34,117
2024-11-09,Shanghai,38,114
2024-11-10,Shanghai,39,131
2024-11-11,Shanghai,38,147
2024-11-12,Shanghai,40,128
2024-11-13,Shanghai,46,142
2024-11-14,Shanghai,36,116
2024-11-15,Shanghai,25,50
2024-11-16,Shanghai,37,158
2024-11-17,Shanghai,38,75
2024-11-18,Shanghai,39,116
2024-11-19,Shanghai,40,157
2024-11-20,Shanghai,33,117
2024-11-21,Shanghai,37,135
2024-11-22,Shanghai,44,134
2024-11-23,Shanghai,34,113
2024-11-24,Shanghai,36,110
2024-11-25,Shanghai,38,103
2024-11-26,Shanghai,38,105
2024-11-27,Shanghai,31,95
2024-11-28,Shanghai,34,110
2024-11-29,Shanghai,41,135
2024-11-30,Shanghai,42,150
2024-12-01,Shanghai,39,110
2024-12-02,Shanghai,39,118
2024-12-03,Shanghai,36,130
2024-12-04,Shanghai,36,138
2024-12-05,Shanghai,31,136
2024-12-06,Shanghai,36,137
2024-12-07,Shanghai,41,129
2024-12-08,Shanghai,40,136
2024-12-09,Shanghai,35,135
2024-12-10,Shanghai,34,134
2024-12-11,Shanghai,33,115
2024-12-12,Shanghai,37,108
2024-12-13,Shanghai,32,106
2024-12-14,Shanghai,37,117
2024-12-15,Shanghai,38,118
2024-12-16,Shanghai,40,114
2024-12-17,Shanghai,40,120
2024-12-18,Shanghai,37,120
2024-12-19,Shanghai,41,130
2024-12-20,Shanghai,37,121
2024-12-21,Shanghai,36,129
2024-12-22,Shanghai,42,132
2024-12-23,Shanghai,40,131
2024-12-24,Shanghai,31,129
2024-12-25,Shanghai,30,101
2024-12-26,Shanghai,37,105
2024-12-27,Shanghai,39,130
2024-12-28,Shanghai,32,118
2024-12-29,Shanghai,36,100
2024-12-30,Shanghai,35,144
2024-12-31,Shanghai,36,122
